ANTIOQUIA;ITUANGO;CONCEJO;N/A;N/A;N/A;PARTIDO FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚN FARC,;254;4,12%
ANTIOQUIA;ITUANGO;CONCEJO;N/A;N/A;N/A;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;243;3,94%
ANTIOQUIA;ITUANGO;CONCEJO;N/A;N/A;N/A;MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL;137;2,22%
ANTIOQUIA;ITUANGO;CONCEJO;N/A;N/A;N/A;"PARTIDO DE REIVINDICACIÓN ÉTNICA ""PRE""";92;1,49%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO DE LA U;1.687;17,44%;PARTIDO ALIANZA VERDE;1.048;13,65%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO CAMBIO RADICAL;1.429;14,77%;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1.028;13,39%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;1.416;14,64%;PARTIDO LIBERAL COLOMBIANO;847;11,03%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO LIBERAL COLOMBIANO;1.042;10,77%;PARTIDO CONSERVADOR COLOMBIANO;815;10,62%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO OPCIÓN CIUDADANA;892;9,22%;PARTIDO CAMBIO RADICAL;788;10,26%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;862;8,91%;PARTIDO COLOMBIA RENACIENTE;646;8,41%
ANTIOQUIA;NECHI;CONCEJO;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA;803;8,30%;PARTIDO CENTRO DEMOCRÁTICO;642;8,36%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;628;6,49%;PARTIDO COLOMBIA JUSTA LIBRES;517;6,73%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO ALIANZA VERDE;575;5,94%;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;372;4,84%
ANTIOQUIA;NECHI;CONCEJO;PARTIDO CENTRO DEMOCRÁTICO;203;2,09%;"PARTIDO DE REIVINDICACIÓN ÉTNICA ""PRE""";349;4,54%
ANTIOQUIA;NECHI;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";61;0,63%;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;293;3,81%
ANTIOQUIA;NECHI;CONCEJO;N/A;N/A;N/A;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA AICO;155;2,02%
ANTIOQUIA;NECHI;CONCEJO;N/A;N/A;N/A;PARTIDO COLOMBIA HUMANA - UNIÓN PATRIÓTICA;23;0,29%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO CAMBIO RADICAL;2.245;32,38%;PARTIDO CAMBIO RADICAL;2.066;22,62%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO DE LA U;1.287;18,56%;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA AICO;1220;13,35%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO LIBERAL COLOMBIANO;1.113;16,05%;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;1.087;11,90%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO ALIANZA VERDE;551;7,94%;PARTIDO ALIANZA VERDE;944;10,33%
ANTIOQUIA;REMEDIOS;CONCEJO;REMEDIOS POSIBLE;433;6,24%;PARTIDO CONSERVADOR COLOMBIANO;705;7,72%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO OPCIÓN CIUDADANA;412;5,94%;PARTIDO LIBERAL COLOMBIANO;689;7,54%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;300;4,32%;G,S,C, REMEDIOS POSIBLE;581;6,36%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;126;1,81%;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;488;5,34%
ANTIOQUIA;REMEDIOS;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";113;1,63%;PARTIDO COLOMBIA JUSTA LIBRES;320;3,50%
ANTIOQUIA;REMEDIOS;CONCEJO;PARTIDO CENTRO DEMOCRÁTICO;93;1,34%;MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL;207;2,26%
ANTIOQUIA;REMEDIOS;CONCEJO;N/A;N/A;N/A;PARTIDO FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚN FARC,;198;2,16%
ANTIOQUIA;REMEDIOS;CONCEJO;N/A;N/A;N/A;PARTIDO CENTRO DEMOCRÁTICO;127;1,39%
ANTIOQUIA;REMEDIOS;CONCEJO;N/A;N/A;N/A;PARTIDO COLOMBIA RENACIENTE;107;1,17%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO LIBERAL COLOMBIANO;1.748;16,60%;PARTIDO CONSERVADOR COLOMBIANO;2112;17,47%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;1.647;15,64%;PARTIDO CAMBIO RADICAL;2050;16,96%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO ALIANZA VERDE;1.519;14,42%;PARTIDO LIBERAL COLOMBIANO;1944;16,08%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO CAMBIO RADICAL;1.225;11,63%;PARTIDO ALIANZA VERDE;1228;10,16%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;1.099;10,43%;PARTIDO DE LA U;1183;9,79%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;890;8,45%;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;877;7,25%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO OPCIÓN CIUDADANA;842;7,99%;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;772;6,38%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO DE LA U;765;7,26%;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";415;3,43%
ANTIOQUIA;SEGOVIA;CONCEJO;PARTIDO CENTRO DEMOCRÁTICO;173;1,64%;PARTIDO COLOMBIA RENACIENTE;397;3,28%
ANTIOQUIA;SEGOVIA;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";169;1,60%; MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA AICO;392;3,24%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO LIBERAL COLOMBIANO;3.029;28,26%;PARTIDO LIBERAL COLOMBIANO;2.234;27,46%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;1.583;14,76%;PARTIDO CONSERVADOR COLOMBIANO;1.785;21,94%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO DE LA U;1.553;14,48%;PARTIDO ALIANZA VERDE;1.014;12,46%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO ALIANZA VERDE;1.219;11,37%;G,S,C, MOVIMIENTO PARTICIPATIVO COMUNITARIO;877;10,78%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO CAMBIO RADICAL;820;7,65%;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;745;9,15%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;751;7,00%;PARTIDO CAMBIO RADICAL;614;7,54%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO CENTRO DEMOCRÁTICO;660;6,15%;"PARTIDO DE REIVINDICACIÓN ÉTNICA ""PRE""";311;3,82%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO OPCIÓN CIUDADANA;540;5,03%;PARTIDO COLOMBIA HUMANA - UNIÓN PATRIÓTICA;291;3,57%
ANTIOQUIA;TARAZA;CONCEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;349;3,25%;MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL;75;0,92%
ANTIOQUIA;TARAZA;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";72;0,67%;N/A;N/A;N/A
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;1.753;31,86%;PARTIDO LIBERAL COLOMBIANO;1945;34,08%
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO CAMBIO RADICAL;1.130;20,53%;PARTIDO CAMBIO RADICAL;822;14,40%
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO LIBERAL COLOMBIANO;977;17,75%;PARTIDO CONSERVADOR COLOMBIANO;816;14,30%
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO ALIANZA VERDE;634;11,52%;PARTIDO ALIANZA VERDE;702;12,30%
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO DE LA U;401;7,28%;PARTIDO CENTRO DEMOCRÁTICO;664;11,63%
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;332;6,03%;PARTIDO DE LA U;439;7,69%
ANTIOQUIA;VALDIVIA;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;214;3,88%;PARTIDO COLOMBIA RENACIENTE;145;2,54%
ANTIOQUIA;VALDIVIA;CONCEJO;N/A;N/A;N/A;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA AICO;76;1,33%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO LIBERAL COLOMBIANO;2.112;23,42%;PARTIDO LIBERAL COLOMBIANO;2.283;23,49%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO CAMBIO RADICAL;1.740;19,29%;PARTIDO CONSERVADOR COLOMBIANO;1.887;19,41%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;1.483;16,44%;PARTIDO CAMBIO RADICAL;1.314;13,52%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO DE LA U;1.027;11,39%;PARTIDO COLOMBIA RENACIENTE;1.184;12,18%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO ALIANZA VERDE;901;9,99%;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;833;8,57%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO CENTRO DEMOCRÁTICO;591;6,55%;PARTIDO ALIANZA VERDE;718;7,38%
ANTIOQUIA;ZARAGOZA;CONCEJO;PARTIDO OPCIÓN CIUDADANA;493;5,46%;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;717;7,37%
ANTIOQUIA;ZARAGOZA;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";474;5,25%;PARTIDO CENTRO DEMOCRÁTICO;590;6,07%
ANTIOQUIA;ZARAGOZA;CONCEJO;N/A;N/A;N/A;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;57;0,58%
ANTIOQUIA;MURINDO;CONCEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;343;21,51%;PARTIDO LIBERAL COLOMBIANO;483;24,87%
ANTIOQUIA;MURINDO;CONCEJO;PARTIDO LIBERAL COLOMBIANO;311;19,51%;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;467;24,04%
ANTIOQUIA;MURINDO;CONCEJO;PARTIDO ALIANZA VERDE;267;16,75%;MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL;391;20,13%
ANTIOQUIA;MURINDO;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;254;15,93%;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;248;12,77%
ANTIOQUIA;MURINDO;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";242;15,18%;PARTIDO CAMBIO RADICAL;177;9,11%
ANTIOQUIA;MURINDO;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;170;10,66%;PARTIDO ALIANZA VERDE;127;6,53%
ANTIOQUIA;MURINDO;CONCEJO;N/A;N/A;N/A;PARTIDO CENTRO DEMOCRÁTICO;18;0,92%
ANTIOQUIA;MURINDO;CONCEJO;N/A;N/A;N/A;PARTIDO CONSERVADOR COLOMBIANO;16;0,82%
ANTIOQUIA;MURINDO;CONCEJO;N/A;N/A;N/A;PARTIDO COLOMBIA RENACIENTE;1.942;0,41%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;PARTIDO LIBERAL COLOMBIANO;883;25,53%;PARTIDO CAMBIO RADICAL;441;19,24%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";699;20,21%;MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL;441;19,24%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;PARTIDO ALIANZA SOCIAL INDEPENDIENTE;623;18,01%;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA AICO;386;16,84%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;PARTIDO CAMBIO RADICAL;546;15,78%;PARTIDO ALIANZA VERDE;380;16,58%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;PARTIDO ALIANZA VERDE;397;11,48%;PARTIDO LIBERAL COLOMBIANO;316;13,79%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;266;7,69%;PARTIDO POLO DEMOCRÁTICO ALTERNATIVO;246;10,73%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;PARTIDO DE LA U;29;0,83%;PARTIDO CENTRO DEMOCRÁTICO;56;2,44%
ANTIOQUIA;VIGIA DEL FUERTE;CONCEJO;N/A;N/A;N/A;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;18;0,78%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO LIBERAL COLOMBIANO;1.530;17,88%;PARTIDO CONSERVADOR COLOMBIANO;1.137;14,98%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO OPCIÓN CIUDADANA;1.452;16,97%;PARTIDO LIBERAL COLOMBIANO;1.122;14,79%
ANTIOQUIA;YONDO-CASABE;CONCEJO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";1.084;12,67%;PARTIDO CAMBIO RADICAL;898;11,83%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO ALIANZA VERDE;905;10,58%;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;874;11,52%
ANTIOQUIA;YONDO-CASABE;CONCEJO;YONDÓ SIGLO XXI;722;8,44%;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA AICO;701;9,24%
ANTIOQUIA;YONDO-CASABE;CONCEJO;MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA;536;6,26%;PARTIDO COLOMBIA RENACIENTE;625;8,23%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO CONSERVADOR COLOMBIANO;535;6,25%;PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI;608;8,01%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO CAMBIO RADICAL;480;5,61%;MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL;452;5,95%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO DE LA U;423;4,94%;PARTIDO ADA;368;4,85%
ANTIOQUIA;YONDO-CASABE;CONCEJO;PARTIDO CENTRO DEMOCRÁTICO;356;4,16%;PARTIDO CENTRO DEMOCRÁTICO;319;4,20%
